Response,Effective To Date,Customer,State,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Number of Open Complaints,Months Since Last Claim,Coverage,Monthly Premium Auto,Policy Type,Policy,Months Since Policy Inception,Number of Policies,Renew Offer Type,Vehicle Class,Vehicle Size,Sales Channel,Total Claim Amount,Customer Lifetime Value
0,1/22/11,QW33258,California,Bachelor,Employed,M,53310,Suburban,Divorced,3,26,Basic,189,Personal Auto,Personal L3,33,1,Offer2,Luxury Car,Medsize,Branch,1360.8,7082.830426
0,2002-02-11,OU79745,California,College,Unemployed,M,0,Suburban,Divorced,0,5,Premium,105,Personal Auto,Personal L3,42,5,Offer1,Four-Door Car,Medsize,Agent,504,7619.482766
0,2/22/11,VZ79886,Oregon,Bachelor,Employed,F,22234,Suburban,Divorced,0,0,Premium,160,Personal Auto,Personal L3,92,3,Offer1,SUV,Medsize,Agent,768,12550.88198
0,1/30/11,FI92440,Washington,High School or Below,Employed,F,91375,Rural,Married,0,22,Extended,99,Personal Auto,Personal L1,89,2,Offer4,Two-Door Car,Medsize,Call Center,72.632934,32196.60037
0,1/29/11,YG85980,Nevada,High School or Below,Employed,F,22250,Suburban,Married,0,10,Extended,86,Personal Auto,Personal L3,36,3,Offer3,Two-Door Car,Medsize,Web,720.601429,6793.77405
0,1/27/11,QM74621,Oregon,Bachelor,Unemployed,M,0,Suburban,Single,0,9,Extended,80,Personal Auto,Personal L3,69,7,Offer3,Four-Door Car,Medsize,Agent,576,5272.319663
1,1/13/11,EI71732,Oregon,Doctor,Unemployed,F,0,Suburban,Married,1,18,Extended,84,Personal Auto,Personal L1,25,4,Offer1,Four-Door Car,Medsize,Agent,481.025786,6265.343299
0,2/24/11,VN79010,California,High School or Below,Employed,F,51179,Suburban,Married,0,10,Basic,71,Corporate Auto,Corporate L2,25,2,Offer1,Four-Door Car,Small,Call Center,466.176731,8547.586142
0,1/26/11,FI61723,California,Bachelor,Employed,M,38667,Rural,Single,0,8,Basic,72,Personal Auto,Personal L3,67,1,Offer1,Four-Door Car,Medsize,Agent,159.266473,2787.423683
1,1/16/11,OH55411,California,Master,Employed,F,79487,Suburban,Divorced,0,20,Basic,114,Corporate Auto,Corporate L2,87,1,Offer2,SUV,Medsize,Branch,547.2,4626.801093
0,1/27/11,TF10720,Nevada,Doctor,Employed,F,67763,Rural,Married,2,28,Premium,107,Personal Auto,Personal L3,10,9,Offer1,Four-Door Car,Medsize,Web,41.283167,8663.363959
0,1/25/11,NW30838,Nevada,High School or Below,Unemployed,M,0,Suburban,Single,2,8,Basic,62,Corporate Auto,Corporate L3,81,6,Offer1,Four-Door Car,Medsize,Call Center,503.808329,3872.222217
0,2002-06-11,CB58476,Oregon,College,Unemployed,F,0,Suburban,Single,0,5,Basic,71,Corporate Auto,Corporate L2,20,5,Offer1,Four-Door Car,Small,Call Center,859.599411,5170.811494
0,1/17/11,WI69346,California,Master,Employed,F,71943,Urban,Single,0,8,Basic,112,Corporate Auto,Corporate L2,51,4,Offer3,SUV,Medsize,Agent,305.653785,8960.280213
0,2002-06-11,FS76657,Oregon,College,Employed,F,53526,Urban,Married,0,27,Basic,68,Personal Auto,Personal L3,69,4,Offer1,Four-Door Car,Medsize,Agent,278.902846,5471.83429
0,2/17/11,YX89016,Oregon,College,Employed,M,35005,Suburban,Married,0,14,Premium,295,Personal Auto,Personal L3,46,2,Offer2,Luxury Car,Small,Web,1416,34931.00171
0,1/28/11,PK28821,California,College,Employed,M,24721,Rural,Married,0,3,Basic,67,Personal Auto,Personal L2,76,1,Offer2,Four-Door Car,Medsize,Branch,139.963594,2620.392335
0,2002-02-11,MB51200,Washington,College,Unemployed,M,0,Suburban,Single,2,29,Premium,102,Personal Auto,Personal L3,72,2,Offer1,Four-Door Car,Medsize,Branch,734.4,19069.49954
1,1/31/11,XG44587,Arizona,Master,Employed,M,88997,Rural,Divorced,0,9,Basic,72,Personal Auto,Personal L3,71,3,Offer2,Four-Door Car,Small,Branch,174.041566,5757.442258
0,2002-07-11,FG91922,Arizona,Master,Employed,M,48587,Suburban,Married,0,7,Basic,111,Personal Auto,Personal L2,14,2,Offer1,SUV,Medsize,Branch,532.8,40224.01359
0,2001-05-11,OM99303,Arizona,High School or Below,Employed,F,76310,Suburban,Married,0,1,Basic,67,Personal Auto,Personal L3,33,1,Offer4,Two-Door Car,Medsize,Branch,321.6,2701.488341
0,2002-11-11,RV67546,California,Bachelor,Employed,M,73205,Rural,Married,0,9,Extended,92,Personal Auto,Personal L2,18,1,Offer3,Four-Door Car,Medsize,Branch,37.299865,3712.430479
0,2/17/11,UJ79253,Oregon,College,Employed,F,51056,Rural,Married,0,27,Extended,78,Personal Auto,Personal L1,86,2,Offer3,Four-Door Car,Large,Branch,95.816516,21850.84002
1,1/14/11,PN98247,California,College,Employed,M,58414,Suburban,Single,2,7,Extended,210,Personal Auto,Personal L3,24,1,Offer2,Luxury SUV,Small,Agent,1008,7840.165778
0,1/17/11,IB67546,California,Bachelor,Medical Leave,F,23940,Suburban,Married,0,13,Basic,107,Personal Auto,Personal L3,34,7,Offer1,SUV,Small,Call Center,513.6,8237.037945
0,2/24/11,OE19087,California,High School or Below,Unemployed,F,0,Suburban,Single,0,26,Basic,62,Personal Auto,Personal L3,18,1,Offer4,Four-Door Car,Medsize,Call Center,446.4,2243.473907
0,2002-03-11,CM95716,California,Bachelor,Employed,M,44216,Rural,Married,0,24,Basic,71,Personal Auto,Personal L2,36,2,Offer1,Four-Door Car,Large,Agent,72.205362,8434.464067
1,2001-05-11,MW62634,California,High School or Below,Retired,M,27972,Suburban,Married,0,7,Basic,61,Corporate Auto,Corporate L3,38,1,Offer3,Four-Door Car,Medsize,Web,292.8,2227.072755
0,1/17/11,QW67581,Arizona,High School or Below,Unemployed,F,0,Suburban,Married,0,27,Basic,69,Personal Auto,Personal L2,48,9,Offer2,Four-Door Car,Small,Call Center,331.2,5170.025981
0,2002-08-11,SN16059,California,Master,Employed,F,29305,Suburban,Married,0,1,Basic,66,Personal Auto,Personal L2,38,1,Offer3,Four-Door Car,Small,Web,475.2,2641.446062
0,2002-10-11,OE51254,California,College,Employed,F,53882,Suburban,Married,0,14,Basic,69,Personal Auto,Personal L3,33,1,Offer1,Four-Door Car,Medsize,Agent,331.2,2790.682957
0,1/15/11,RM42344,Oregon,College,Employed,M,91757,Suburban,Married,1,29,Basic,69,Personal Auto,Personal L3,58,1,Offer2,Four-Door Car,Medsize,Web,331.2,2745.129849
0,2001-09-11,GB35238,California,Bachelor,Employed,F,33906,Suburban,Married,0,25,Basic,64,Personal Auto,Personal L2,49,2,Offer1,Two-Door Car,Small,Branch,401.592109,7579.532717
0,2001-12-11,ML82674,Oregon,Bachelor,Employed,M,68158,Rural,Married,1,28,Extended,139,Personal Auto,Personal L2,87,4,Offer1,SUV,Medsize,Call Center,253.183568,10978.78028
0,1/20/11,EI85244,California,College,Unemployed,M,0,Suburban,Single,3,24,Extended,134,Personal Auto,Personal L1,86,5,Offer1,SUV,Medsize,Agent,643.2,8255.060054
0,2001-08-11,DE28132,Oregon,College,Employed,M,42165,Suburban,Single,0,22,Extended,123,Corporate Auto,Corporate L3,66,1,Offer1,SUV,Large,Branch,799.673766,4747.734642
0,2002-02-11,TV25678,Washington,College,Unemployed,M,0,Suburban,Single,0,24,Basic,101,Personal Auto,Personal L3,11,1,Offer4,SUV,Medsize,Web,727.2,3540.90425
1,2/18/11,TY26512,California,Doctor,Employed,M,30817,Rural,Divorced,0,25,Extended,88,Personal Auto,Personal L3,43,1,Offer2,Four-Door Car,Medsize,Branch,91.834668,3436.134281
0,1/23/11,OB69153,California,Bachelor,Employed,M,68074,Rural,Married,0,12,Basic,65,Personal Auto,Personal L1,62,1,Offer4,Four-Door Car,Medsize,Branch,27.987867,2582.185301
0,2002-12-11,AB31813,Washington,High School or Below,Unemployed,M,0,Suburban,Married,0,20,Extended,131,Personal Auto,Personal L3,59,2,Offer3,SUV,Medsize,Agent,842.391832,44771.29936
0,2/19/11,XN41715,California,Master,Employed,F,71135,Urban,Married,1,11,Extended,92,Personal Auto,Personal L3,64,3,Offer1,Four-Door Car,Medsize,Branch,270.563995,7396.283653
0,2001-12-11,QR15857,California,College,Unemployed,F,0,Suburban,Single,0,30,Basic,61,Personal Auto,Personal L3,35,3,Offer3,Two-Door Car,Medsize,Agent,292.8,4330.799785
1,1/26/11,FL69363,Oregon,Master,Employed,M,37722,Rural,Single,0,8,Basic,116,Personal Auto,Personal L1,23,8,Offer1,Sports Car,Medsize,Agent,158.077504,9075.768214
1,2/27/11,IS30295,Arizona,Bachelor,Unemployed,F,0,Suburban,Divorced,0,5,Extended,139,Personal Auto,Personal L3,56,2,Offer1,SUV,Medsize,Call Center,667.2,14635.45158
0,2001-04-11,GR62267,Washington,College,Employed,F,44705,Rural,Divorced,0,21,Basic,71,Personal Auto,Personal L2,63,6,Offer1,Two-Door Car,Medsize,Branch,148.173152,5609.082494
0,2/14/11,NL59519,California,College,Employed,F,64642,Urban,Married,0,3,Extended,96,Personal Auto,Personal L2,79,2,Offer3,Four-Door Car,Large,Branch,404.265696,11565.68747
1,2001-11-11,ZU93025,Oregon,College,Employed,F,50071,Rural,Single,0,3,Basic,71,Personal Auto,Personal L2,32,1,Offer2,Two-Door Car,Medsize,Agent,18.918935,2771.045031
0,1/24/11,DK94262,Oregon,High School or Below,Employed,M,46754,Suburban,Married,1,5,Basic,106,Personal Auto,Personal L3,70,9,Offer3,SUV,Medsize,Web,513.818403,8507.128824
1,2002-03-11,UQ30615,California,College,Employed,M,64801,Urban,Married,0,23,Basic,64,Corporate Auto,Corporate L3,19,2,Offer2,Four-Door Car,Medsize,Web,268.471802,7582.113842
0,1/18/11,OR40060,Arizona,Bachelor,Employed,M,70410,Rural,Married,0,25,Extended,83,Personal Auto,Personal L3,13,1,Offer2,Four-Door Car,Medsize,Web,131.828507,3323.092454
0,1/18/11,DK32872,Nevada,High School or Below,Employed,F,66957,Suburban,Married,1,31,Extended,131,Personal Auto,Personal L1,4,1,Offer2,SUV,Medsize,Web,628.8,5234.331741
0,2002-04-11,FA46418,Nevada,High School or Below,Employed,F,24213,Suburban,Single,1,11,Extended,78,Personal Auto,Personal L3,28,2,Offer2,Four-Door Car,Medsize,Agent,374.4,24709.59957
1,2/19/11,ST96866,Washington,Bachelor,Unemployed,M,0,Suburban,Married,4,1,Basic,101,Special Auto,Special L3,83,1,Offer1,SUV,Large,Agent,960.115399,3123.080994
1,1/19/11,KI75855,Oregon,Master,Employed,M,79751,Suburban,Married,0,15,Basic,63,Personal Auto,Personal L3,67,1,Offer3,Two-Door Car,Small,Web,392.235698,2551.226692
0,1/16/11,ND41876,Arizona,High School or Below,Employed,M,86122,Suburban,Married,1,33,Basic,182,Personal Auto,Personal L2,54,1,Offer2,Luxury SUV,Small,Agent,873.6,7247.713672
0,2/17/11,PN21042,Arizona,Bachelor,Employed,M,82297,Rural,Single,0,5,Basic,116,Personal Auto,Personal L3,62,1,Offer1,Sports Car,Medsize,Call Center,0.382107,4538.847818
0,1/30/11,FF22360,Washington,Doctor,Employed,F,82210,Rural,Married,4,33,Basic,68,Personal Auto,Personal L2,46,1,Offer3,Four-Door Car,Medsize,Call Center,51.961915,2687.314108
0,2002-04-11,AL46984,California,High School or Below,Employed,M,43259,Suburban,Married,0,12,Basic,73,Personal Auto,Personal L2,18,2,Offer1,Four-Door Car,Medsize,Branch,350.4,8730.421977
0,1/27/11,JP58047,Oregon,College,Unemployed,M,0,Suburban,Married,0,7,Extended,79,Personal Auto,Personal L3,72,2,Offer2,Four-Door Car,Medsize,Web,379.2,8332.730557
0,1/20/11,ZE85014,California,College,Disabled,M,25064,Suburban,Married,0,17,Basic,62,Personal Auto,Personal L3,34,1,Offer1,Four-Door Car,Medsize,Call Center,297.6,2357.747015
0,2002-07-11,KU88219,Arizona,Master,Employed,M,25816,Suburban,Single,0,18,Basic,119,Personal Auto,Personal L1,63,1,Offer3,Sports Car,Medsize,Agent,571.2,4637.164036
0,2001-10-11,UU98729,California,Bachelor,Unemployed,M,0,Suburban,Married,0,14,Basic,73,Personal Auto,Personal L3,74,8,Offer1,Four-Door Car,Large,Call Center,350.853987,5357.192698
0,2/21/11,WS82822,Oregon,College,Employed,F,41662,Urban,Divorced,0,27,Basic,69,Corporate Auto,Corporate L3,73,6,Offer1,Four-Door Car,Medsize,Agent,217.973168,5391.970996
0,2002-03-11,YB49933,Arizona,Bachelor,Employed,M,96170,Suburban,Married,0,8,Extended,92,Personal Auto,Personal L1,86,1,Offer2,Four-Door Car,Large,Call Center,441.6,3694.140498
0,2001-01-11,XC16387,Arizona,High School or Below,Employed,F,46072,Rural,Single,0,0,Basic,64,Personal Auto,Personal L3,61,4,Offer1,Four-Door Car,Medsize,Branch,25.934064,5040.412436
0,2/23/11,XJ96748,Arizona,High School or Below,Employed,F,37931,Suburban,Married,0,8,Extended,99,Personal Auto,Personal L3,31,2,Offer2,Four-Door Car,Small,Branch,475.2,27495.42188
0,1/19/11,TM98684,Oregon,High School or Below,Employed,M,35127,Suburban,Married,0,9,Basic,62,Personal Auto,Personal L2,21,5,Offer2,Four-Door Car,Small,Agent,297.6,4842.284965
0,1/20/11,NM39588,Washington,Doctor,Employed,F,72450,Rural,Married,0,21,Basic,66,Corporate Auto,Corporate L3,58,1,Offer4,Four-Door Car,Medsize,Branch,84.218363,2678.058299
0,2002-11-11,DM74502,Nevada,College,Employed,F,93087,Suburban,Married,3,14,Extended,131,Corporate Auto,Corporate L3,25,1,Offer1,Sports Car,Medsize,Agent,628.8,5227.101938
0,2001-03-11,FT56968,Arizona,High School or Below,Employed,M,22398,Suburban,Married,2,23,Basic,67,Personal Auto,Personal L1,76,1,Offer1,Four-Door Car,Large,Agent,321.6,2590.096027
0,2/20/11,OX36896,California,High School or Below,Employed,M,92983,Rural,Married,1,9,Extended,87,Corporate Auto,Corporate L3,77,2,Offer1,Four-Door Car,Medsize,Agent,153.205591,10536.07798
0,1/18/11,BZ65376,Arizona,Bachelor,Medical Leave,M,27689,Suburban,Married,2,0,Extended,239,Personal Auto,Personal L2,72,1,Offer2,Luxury SUV,Medsize,Web,2893.239678,8581.278701
0,2/21/11,LN34660,California,College,Employed,F,69654,Suburban,Married,0,10,Basic,118,Corporate Auto,Corporate L3,50,7,Offer1,SUV,Small,Branch,629.532731,9463.113263
0,1/21/11,JC29295,California,Bachelor,Employed,F,80744,Urban,Married,0,15,Basic,111,Personal Auto,Personal L3,19,2,Offer3,SUV,Medsize,Web,361.284757,13441.00637
0,2002-06-11,KJ87930,California,Bachelor,Unemployed,F,0,Suburban,Single,0,13,Basic,112,Corporate Auto,Corporate L2,59,1,Offer1,SUV,Medsize,Agent,1185.988301,3886.504807
0,2002-01-11,XT36360,Arizona,High School or Below,Unemployed,F,0,Suburban,Single,1,7,Basic,64,Personal Auto,Personal L2,5,2,Offer1,Four-Door Car,Large,Call Center,460.8,6784.89369
1,1/31/11,IX35050,Arizona,Bachelor,Employed,M,76358,Rural,Married,0,25,Basic,66,Special Auto,Special L3,3,2,Offer3,Four-Door Car,Medsize,Agent,86.461582,23594.6802
1,2/17/11,UN97379,Oregon,Bachelor,Retired,M,18608,Suburban,Divorced,0,13,Basic,71,Corporate Auto,Corporate L3,24,1,Offer2,Four-Door Car,Medsize,Web,340.8,2538.62632
1,2001-10-11,MR57294,California,High School or Below,Employed,M,73168,Suburban,Married,0,21,Basic,70,Personal Auto,Personal L3,50,3,Offer2,Four-Door Car,Medsize,Agent,425.800112,5639.941974
0,2001-12-11,LK74984,Washington,High School or Below,Employed,M,21190,Suburban,Married,2,24,Basic,65,Personal Auto,Personal L3,68,1,Offer2,Four-Door Car,Medsize,Call Center,312,2459.171724
0,2002-10-11,DX31066,Washington,College,Employed,F,94041,Rural,Married,0,14,Basic,66,Personal Auto,Personal L3,11,1,Offer3,Four-Door Car,Medsize,Agent,159.756733,2667.270014
0,2001-04-11,GL20444,Nevada,Master,Employed,F,91474,Rural,Married,0,9,Premium,113,Corporate Auto,Corporate L3,99,2,Offer3,Two-Door Car,Large,Branch,24.087774,13778.36933
0,1/16/11,SP58110,California,Bachelor,Employed,F,61469,Suburban,Married,5,16,Basic,63,Personal Auto,Personal L3,65,3,Offer3,Four-Door Car,Small,Branch,302.4,4923.18169
0,2001-05-11,XM91635,Arizona,High School or Below,Medical Leave,F,16618,Urban,Single,0,0,Basic,62,Special Auto,Special L2,40,1,Offer3,Four-Door Car,Medsize,Branch,219.288706,2272.335352
0,1/21/11,TV82603,California,Bachelor,Employed,F,48081,Urban,Married,0,31,Basic,188,Personal Auto,Personal L3,12,5,Offer1,Luxury SUV,Small,Branch,881.360959,14895.39798
0,2001-02-11,BB82067,Oregon,Doctor,Employed,M,67632,Rural,Married,0,0,Extended,121,Personal Auto,Personal L3,44,4,Offer1,Sports Car,Medsize,Branch,26.951627,9756.044954
0,2/16/11,JP94676,Oregon,Bachelor,Employed,F,34115,Urban,Married,0,6,Basic,119,Personal Auto,Personal L2,73,6,Offer1,SUV,Medsize,Agent,466.122541,9422.974113
0,2001-01-11,VU53417,Arizona,High School or Below,Medical Leave,M,23051,Suburban,Divorced,0,31,Extended,99,Personal Auto,Personal L1,86,1,Offer1,Two-Door Car,Medsize,Agent,475.2,3837.357574
0,2/16/11,IW54795,California,College,Medical Leave,M,23748,Suburban,Married,0,0,Extended,99,Personal Auto,Personal L2,24,2,Offer2,Four-Door Car,Large,Agent,607.095655,10952.13189
0,1/15/11,RN78170,Arizona,College,Employed,F,40589,Suburban,Divorced,0,23,Basic,69,Corporate Auto,Corporate L3,68,2,Offer4,Four-Door Car,Medsize,Branch,331.2,8159.136579
0,2001-02-11,IX55883,California,College,Employed,F,50809,Urban,Single,0,29,Extended,83,Personal Auto,Personal L1,58,2,Offer1,Four-Door Car,Medsize,Branch,290.381707,19480.49981
1,2001-05-11,XM72420,Arizona,High School or Below,Employed,F,66676,Suburban,Married,0,0,Extended,97,Personal Auto,Personal L2,40,1,Offer3,Four-Door Car,Small,Agent,558.099357,3919.366722
0,2/21/11,GC15104,Nevada,Bachelor,Employed,F,52339,Suburban,Divorced,3,7,Basic,70,Corporate Auto,Corporate L3,55,2,Offer3,Four-Door Car,Medsize,Web,336,7985.14214
1,2002-05-11,RX13282,Oregon,Bachelor,Retired,M,14973,Suburban,Divorced,0,2,Basic,115,Personal Auto,Personal L3,75,2,Offer1,SUV,Medsize,Branch,828,12168.74492
0,1/14/11,QA85890,Arizona,High School or Below,Unemployed,F,0,Suburban,Single,0,2,Extended,83,Corporate Auto,Corporate L2,47,4,Offer3,Four-Door Car,Medsize,Agent,540.514115,5849.321498
0,2002-10-11,IR62668,Arizona,Bachelor,Employed,F,31546,Rural,Divorced,0,4,Basic,65,Personal Auto,Personal L3,83,9,Offer1,Four-Door Car,Medsize,Branch,100.049832,5085.836595
0,2001-12-11,AL96740,California,College,Employed,F,67763,Rural,Married,1,17,Basic,73,Personal Auto,Personal L3,69,1,Offer1,Four-Door Car,Medsize,Agent,59.861963,2903.939763
0,1/15/11,QC55306,Washington,High School or Below,Employed,M,83170,Urban,Married,0,0,Extended,97,Personal Auto,Personal L2,53,2,Offer2,Four-Door Car,Medsize,Agent,344.118069,31162.6933
0,2002-10-11,VO78441,Washington,Master,Medical Leave,F,19464,Suburban,Single,1,10,Extended,84,Personal Auto,Personal L2,94,1,Offer3,Four-Door Car,Small,Agent,871.505797,3086.873854
0,2002-02-11,JH62891,Oregon,College,Employed,F,66943,Rural,Married,1,33,Basic,65,Special Auto,Special L2,10,7,Offer3,Four-Door Car,Medsize,Call Center,53.084753,5178.704151
1,2/19/11,FI20423,Arizona,High School or Below,Employed,F,81872,Rural,Married,0,10,Premium,115,Special Auto,Special L1,55,2,Offer2,Four-Door Car,Medsize,Web,256.43803,14024.35839
0,1/19/11,XF57481,Washington,Master,Employed,M,50450,Rural,Single,0,11,Extended,90,Personal Auto,Personal L3,68,2,Offer4,Two-Door Car,Medsize,Branch,135.892444,10640.93932
0,1/21/11,YV67971,California,High School or Below,Employed,F,21342,Rural,Married,0,34,Basic,62,Personal Auto,Personal L2,72,3,Offer3,Four-Door Car,Medsize,Agent,74.350893,4949.803822
0,2001-08-11,QD31377,California,Bachelor,Employed,M,34621,Suburban,Married,1,21,Basic,108,Corporate Auto,Corporate L3,32,8,Offer1,SUV,Medsize,Branch,621.464468,8595.665294
0,1/20/11,YG10247,Oregon,College,Employed,M,62396,Suburban,Married,0,13,Basic,64,Personal Auto,Personal L2,18,2,Offer3,Four-Door Car,Small,Call Center,307.2,22951.892
0,2001-07-11,FE73696,Oregon,High School or Below,Employed,M,97212,Urban,Married,0,28,Extended,93,Personal Auto,Personal L1,61,1,Offer2,Two-Door Car,Medsize,Call Center,360.05589,3792.13031
0,2001-07-11,SW19699,Arizona,Bachelor,Employed,F,49648,Rural,Divorced,0,0,Basic,70,Personal Auto,Personal L3,23,1,Offer2,Four-Door Car,Medsize,Call Center,65.954813,2755.747968
0,1/23/11,QJ40732,Arizona,College,Employed,M,97984,Suburban,Married,1,1,Basic,61,Personal Auto,Personal L2,36,5,Offer2,Four-Door Car,Small,Agent,407.450118,4880.339614
0,2002-03-11,HM76207,California,College,Employed,F,26308,Suburban,Married,0,10,Basic,114,Corporate Auto,Corporate L3,30,3,Offer3,SUV,Medsize,Web,547.2,9051.905275
0,1/17/11,NT59303,Oregon,College,Employed,F,63528,Suburban,Divorced,0,15,Premium,256,Personal Auto,Personal L3,23,1,Offer2,Luxury Car,Large,Agent,1228.8,10115.44622
0,2/18/11,PU41393,Nevada,College,Medical Leave,M,20225,Suburban,Married,1,27,Basic,114,Special Auto,Special L2,64,6,Offer3,SUV,Small,Call Center,547.2,8269.075366
0,2/18/11,QO86948,Nevada,High School or Below,Unemployed,M,0,Suburban,Single,0,3,Basic,112,Personal Auto,Personal L3,84,7,Offer1,SUV,Small,Web,806.4,8071.65295
0,1/24/11,QN10888,Oregon,High School or Below,Employed,F,87620,Rural,Married,0,3,Basic,64,Personal Auto,Personal L3,15,2,Offer3,Four-Door Car,Medsize,Call Center,24.063693,7726.993623
0,1/26/11,VY19543,California,Bachelor,Unemployed,F,0,Urban,Married,0,22,Basic,72,Corporate Auto,Corporate L2,79,2,Offer2,Four-Door Car,Medsize,Agent,311.329282,8311.1359
1,1/14/11,XC15133,Nevada,Master,Employed,F,34990,Rural,Single,0,23,Basic,65,Personal Auto,Personal L3,73,1,Offer2,Four-Door Car,Medsize,Web,42.689135,2574.020376
0,1/26/11,ST43550,Oregon,Bachelor,Employed,M,99934,Suburban,Married,0,9,Basic,71,Special Auto,Special L3,12,3,Offer4,Four-Door Car,Medsize,Web,460.323855,5727.327124
0,2001-07-11,YT69858,Washington,Bachelor,Employed,F,85702,Urban,Married,0,9,Basic,67,Personal Auto,Personal L2,74,6,Offer4,Two-Door Car,Medsize,Branch,249.085887,5441.42013
0,2002-09-11,JX68983,Oregon,Bachelor,Employed,M,94648,Suburban,Divorced,0,19,Basic,69,Personal Auto,Personal L2,64,1,Offer1,Four-Door Car,Medsize,Branch,331.2,2744.519593
0,1/25/11,HX78576,California,High School or Below,Employed,F,24516,Urban,Married,0,11,Basic,71,Personal Auto,Personal L3,23,8,Offer3,Four-Door Car,Medsize,Call Center,300.607591,5636.740347
0,1/21/11,ZQ11381,Arizona,Bachelor,Employed,M,61063,Urban,Married,0,21,Extended,85,Personal Auto,Personal L2,4,2,Offer2,Four-Door Car,Medsize,Agent,262.504882,16870.3882
0,2/21/11,ON39271,California,Master,Unemployed,M,0,Urban,Married,0,27,Basic,74,Personal Auto,Personal L2,91,1,Offer1,Two-Door Car,Medsize,Branch,263.365432,2738.001957
