ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating
3411,A,Road,3,134,3,low,F,7,5802,1,0
3412,B,Road,3,110,3,medium,M,3,4252,1,1
3413,C,Road,3,172,2,low,F,9,4532,1,0
3414,F,Road,3,188,3,low,M,3,4222,0,0
3415,D,Road,3,258,4,medium,F,6,5365,1,0
3416,F,Road,5,234,3,low,M,10,5673,0,0
3417,A,Road,3,148,4,medium,F,9,5301,0,0
3418,B,Road,5,194,4,low,F,2,5396,0,0
3419,C,Road,4,266,3,medium,F,2,5413,1,0
3420,F,Road,5,158,3,medium,M,7,5559,1,1
3421,D,Flight,5,228,2,high,M,6,4984,1,0
3422,F,Flight,4,159,2,low,M,1,5671,0,1
3423,A,Flight,3,255,4,low,M,10,4107,0,0
3424,B,Flight,3,213,3,low,F,4,5481,1,0
3425,C,Flight,3,148,2,low,F,5,4693,1,0
3426,F,Flight,4,219,3,medium,M,6,5957,1,1
3427,D,Flight,3,168,5,medium,M,9,5731,1,1
3428,F,Flight,4,148,5,medium,F,6,4802,0,0
3429,A,Flight,3,149,3,low,F,5,5467,0,0
3430,B,Flight,3,245,6,high,M,9,4793,0,1
3431,C,Flight,3,200,2,medium,M,10,5178,1,0
3432,F,Flight,3,228,3,medium,M,9,5530,0,0
3433,D,Flight,4,175,4,low,M,2,4053,0,0
3434,F,Flight,3,201,3,low,M,9,5895,1,0
3435,A,Flight,4,267,4,low,M,7,5140,0,0
3436,B,Flight,3,217,2,medium,F,9,5450,0,0
3437,C,Flight,2,160,2,high,M,3,4409,0,0
3438,F,Flight,4,264,3,low,F,2,4279,1,0
3439,D,Flight,3,179,3,high,M,5,5898,1,0
3440,F,Flight,4,259,3,medium,M,10,4921,1,1
3441,A,Flight,4,178,2,high,M,5,5403,0,1
3442,B,Flight,3,242,5,medium,M,6,4694,0,0
3443,C,Ship,4,235,2,low,M,4,5671,0,0
3444,F,Ship,4,247,2,medium,F,7,5098,0,0
3445,D,Ship,2,240,5,low,M,7,4138,1,0
3446,F,Ship,3,252,2,low,M,4,5559,0,0
3447,A,Ship,5,237,2,low,M,8,5600,1,0
3448,B,Ship,4,161,3,low,F,4,5947,0,0
3449,C,Ship,2,144,4,low,F,10,4075,0,0
3450,F,Ship,4,163,4,medium,M,2,5432,1,0
3451,D,Ship,4,246,3,low,F,5,5118,0,0
3452,F,Ship,3,213,3,medium,M,10,5993,1,0
3453,A,Ship,5,123,2,low,F,9,5497,0,0
3454,B,Ship,4,192,3,low,M,1,4045,1,0
3455,C,Ship,4,149,3,low,F,8,5658,1,0
3456,F,Ship,5,206,4,high,F,1,4583,0,0
3457,D,Ship,6,243,6,low,M,8,5218,0,0
3458,F,Ship,4,136,3,low,F,1,4585,1,1
3459,A,Ship,4,170,2,medium,F,5,5182,0,0
3460,B,Ship,2,180,2,low,F,8,4321,1,0
3461,C,Ship,3,220,2,low,F,1,5663,0,1
3462,F,Ship,3,144,2,low,M,6,5994,1,0
3463,D,Ship,3,271,2,medium,M,6,4218,0,0
3464,F,Ship,4,186,2,medium,F,9,4887,1,0
3465,A,Ship,2,247,4,medium,M,4,5255,1,1
3466,B,Ship,4,202,3,medium,M,2,4299,1,0
3467,C,Ship,4,143,3,medium,F,3,5062,1,0
3468,F,Ship,3,180,3,low,F,10,5633,0,0
3469,D,Ship,4,221,3,medium,F,3,4430,1,1
3470,F,Ship,4,173,3,low,F,7,4810,1,0
3471,A,Ship,2,107,3,medium,M,2,4853,0,1
3472,B,Ship,3,259,2,medium,F,3,4154,1,0
3473,C,Ship,5,134,3,medium,M,4,4908,0,0
3474,F,Ship,3,204,4,low,M,4,4745,0,0
3475,D,Ship,2,161,5,medium,M,3,4138,0,0
3476,F,Ship,6,100,5,low,F,7,5668,1,0
3477,A,Ship,5,260,4,medium,F,3,5890,0,0
3478,B,Ship,5,196,3,low,F,4,4271,0,0
3479,C,Ship,5,260,3,low,M,1,4799,1,0
3480,F,Ship,3,193,4,low,M,5,4700,0,0
3481,D,Ship,4,258,3,medium,M,7,4159,0,0
3482,F,Ship,4,254,4,low,M,9,4492,0,0
3483,A,Ship,3,216,4,low,F,3,4934,0,1
3484,B,Ship,4,273,3,low,F,5,5323,0,0
3485,C,Ship,4,223,4,low,M,1,4219,0,0
3486,F,Ship,4,182,2,medium,F,10,5638,0,0
3487,D,Ship,3,201,3,low,F,6,5722,1,0
3488,F,Ship,4,249,3,medium,F,6,5657,1,0
3489,A,Ship,5,152,3,low,M,1,5314,1,0
3490,B,Ship,3,244,4,medium,M,6,4734,1,0
3491,C,Ship,3,256,4,medium,F,3,4398,1,0
3492,F,Ship,4,223,3,medium,M,3,5121,0,0
3493,D,Ship,3,185,2,high,F,3,4816,1,0
3494,F,Ship,3,166,3,medium,M,9,4410,0,0
3495,A,Ship,3,113,3,medium,M,1,5765,1,0
3496,B,Ship,4,134,2,medium,F,7,5967,0,0
3497,C,Ship,4,228,2,high,F,4,4719,1,0
3498,F,Ship,3,204,2,low,F,10,5844,1,0
3499,D,Ship,3,152,2,medium,F,2,4136,0,0
3500,F,Ship,3,195,2,medium,M,9,5779,1,0
3501,A,Ship,4,192,6,high,F,3,5173,0,0
3502,B,Ship,4,247,3,medium,M,8,4977,0,0
3503,C,Ship,3,135,2,medium,M,2,4163,0,0
3504,F,Ship,4,209,2,medium,F,1,5337,0,0
3505,D,Ship,2,173,2,low,M,1,4721,0,0
3506,F,Ship,4,222,2,low,M,5,5660,0,0
3507,A,Ship,4,192,3,medium,F,10,4086,1,0
3508,B,Ship,3,206,3,medium,F,6,5618,0,1
3509,C,Ship,3,275,4,medium,M,6,4687,1,0
3510,F,Ship,2,192,3,medium,F,8,5787,1,0
3511,D,Ship,6,121,3,medium,F,10,5208,0,0
3512,F,Ship,4,177,3,low,M,8,4904,0,0
3513,A,Ship,3,243,3,low,F,2,4989,0,0
3514,B,Ship,3,262,4,low,M,1,4745,1,0
3515,C,Ship,2,189,3,low,M,3,5897,1,0
3516,F,Ship,5,178,2,low,F,4,5307,0,0
3517,D,Ship,3,232,3,medium,F,1,4228,1,0
3518,F,Ship,4,254,3,low,M,1,4377,1,1
3519,A,Ship,3,148,2,medium,M,5,4082,1,0
3520,B,Ship,4,253,4,high,M,4,4868,1,0
3521,C,Ship,4,223,3,medium,F,9,5279,1,1
3522,F,Ship,2,190,2,medium,M,7,4075,0,0
3523,D,Ship,5,181,4,low,F,2,5332,0,0
3524,F,Ship,2,226,3,low,M,8,5119,0,0
3525,A,Ship,3,182,2,medium,M,8,4883,0,0
3526,B,Ship,2,191,3,medium,F,6,4119,0,0
3527,C,Ship,3,223,4,low,M,1,4195,0,0
3528,F,Ship,4,274,3,medium,M,4,4521,0,1
3529,D,Ship,4,218,2,low,M,9,5637,0,0
3530,F,Ship,3,197,3,low,M,3,5658,0,1
3531,A,Ship,4,137,3,low,F,6,5271,0,0
3532,B,Ship,2,163,3,low,F,3,5873,1,0
3533,C,Ship,4,218,4,low,M,6,4377,1,0
3534,F,Ship,5,245,3,low,M,6,4343,1,0
3535,D,Ship,3,181,2,medium,M,2,4089,0,1
3536,F,Road,6,222,5,high,F,2,4612,0,0
3537,A,Road,4,259,2,low,M,7,4390,1,1
3538,B,Road,3,157,3,medium,F,6,5398,1,0
3539,C,Road,4,137,3,medium,F,10,4820,1,0
3540,F,Road,3,242,3,low,F,8,4199,0,0
3541,D,Road,4,154,4,medium,M,7,4938,0,1
3542,F,Road,3,150,2,low,F,3,4174,0,0
3543,A,Road,5,174,3,medium,F,7,5510,1,0
3544,B,Road,5,265,3,high,F,3,5837,1,1
3545,C,Road,3,248,4,medium,M,8,4540,0,0
3546,F,Road,4,186,3,low,M,7,5156,1,0
3547,D,Road,4,152,3,medium,M,6,5764,1,0
3548,F,Road,3,163,3,medium,M,2,5791,1,0
3549,A,Road,4,168,4,medium,M,5,5735,1,1
3550,B,Road,4,102,3,medium,F,3,4845,1,0
3551,C,Road,3,169,2,medium,F,1,4783,1,0
3552,F,Road,6,163,4,high,M,3,4031,1,0
3553,D,Road,2,154,3,medium,F,4,5100,0,0
3554,F,Road,3,271,2,low,F,3,4878,0,1
3555,A,Road,3,182,3,medium,F,7,5409,1,0
3556,B,Road,4,173,3,low,F,5,5232,0,0
3557,C,Road,5,244,2,low,M,10,5696,0,0
3558,F,Flight,4,214,2,low,M,8,4512,0,1
3559,D,Flight,4,210,2,high,M,6,4076,0,0
3560,F,Flight,5,194,7,medium,F,10,5700,0,0
3561,A,Flight,4,185,10,high,F,7,4818,1,0
3562,B,Flight,3,121,2,low,M,10,5130,1,0
3563,C,Flight,3,203,3,medium,F,3,4137,0,0
3564,F,Flight,2,134,10,high,M,8,5472,0,1
3565,D,Flight,3,263,3,medium,F,9,5665,1,0
3566,F,Flight,5,279,8,low,F,6,5888,1,0
3567,A,Flight,4,222,3,low,F,5,5584,0,1
3568,B,Flight,4,233,2,low,M,9,4799,1,0
3569,C,Flight,4,271,3,low,M,3,4152,0,0
3570,F,Flight,3,118,4,low,M,6,5964,0,0
3571,D,Flight,3,183,2,low,M,5,4261,1,0
3572,F,Flight,3,217,3,low,F,5,4077,0,0
3573,A,Flight,3,245,10,medium,M,8,4909,1,1
3574,B,Flight,3,143,4,medium,M,5,5545,1,0
3575,C,Flight,3,149,3,medium,F,3,4189,0,0
3576,F,Flight,4,275,6,medium,M,10,1400,1,1
3577,D,Flight,4,168,4,medium,F,4,4776,1,1
3578,F,Flight,4,102,3,medium,M,3,4179,0,0
3579,A,Flight,3,169,2,medium,F,10,4038,1,0
3580,B,Ship,6,163,4,high,M,3,5118,1,1
3581,C,Ship,2,154,3,medium,M,3,4478,0,0
3582,F,Ship,3,271,2,low,F,8,4444,1,0
3583,D,Ship,3,182,3,medium,F,2,5281,1,0
3584,F,Ship,4,173,3,low,F,7,4410,0,1
3585,A,Ship,5,244,2,low,M,10,5794,0,1
3586,B,Ship,4,214,2,low,M,3,5546,0,1
3587,C,Ship,4,210,2,high,F,3,5876,1,0
3588,F,Ship,5,194,7,medium,M,8,4770,0,0
3589,D,Ship,4,185,10,high,M,1,4973,0,0
3590,F,Ship,3,121,2,low,M,2,5210,1,0
3591,A,Ship,3,203,3,medium,M,1,5543,0,0
3592,B,Ship,2,134,10,high,F,1,5632,0,0
3593,C,Ship,3,263,3,medium,M,8,5447,1,0
3594,F,Ship,5,279,8,low,M,5,4785,0,0
3595,D,Ship,4,222,3,low,F,3,5130,0,0
3596,F,Ship,4,233,2,low,F,5,4668,0,0
3597,A,Ship,4,271,3,low,M,9,4085,0,0
3598,B,Ship,3,118,4,low,F,10,5699,1,1
3599,C,Ship,3,183,2,low,M,3,4179,1,0
3600,F,Ship,3,217,3,low,F,5,4883,1,0
3601,D,Ship,3,245,10,medium,M,1,5363,0,0
3602,F,Ship,3,143,4,medium,F,7,4486,0,0
3603,A,Ship,3,149,3,medium,F,7,4049,1,0
3604,B,Ship,4,275,6,medium,M,9,1890,0,0
3605,C,Ship,7,282,5,low,M,5,1149,0,0
3606,F,Ship,4,276,2,medium,M,3,1966,0,0
3607,D,Ship,4,244,3,low,M,6,1360,1,1
3608,F,Ship,5,258,4,medium,M,7,5478,0,1
3609,A,Ship,3,257,3,low,M,5,5657,0,1
3610,B,Ship,4,195,5,medium,M,9,5178,1,0
3611,C,Ship,2,152,4,low,M,6,4606,1,0
3612,F,Ship,2,100,3,low,M,1,5776,1,0
3613,D,Ship,4,248,2,medium,M,4,5783,0,0
3614,F,Ship,4,274,2,low,F,2,4492,1,1
3615,A,Ship,3,203,2,low,M,1,5244,0,0
3616,B,Ship,6,194,5,low,F,8,4777,0,1
3617,C,Ship,3,142,3,low,F,7,4439,0,0
3618,F,Ship,4,208,5,low,F,7,5833,0,1
3619,D,Ship,4,237,2,medium,F,6,5954,0,1
3620,F,Ship,3,210,2,low,M,9,4580,0,0
3621,A,Ship,3,158,2,low,M,10,4061,1,0
3622,B,Ship,3,148,3,low,M,1,5700,0,0
3623,C,Ship,3,146,3,high,F,4,5846,1,0
3624,F,Ship,3,155,3,low,F,3,5768,0,0
3625,D,Ship,2,233,3,medium,M,10,5211,1,1
3626,F,Ship,3,165,2,medium,F,8,4280,1,0
3627,A,Ship,4,227,3,medium,F,10,5491,1,0
3628,B,Ship,5,197,4,low,F,6,4184,0,0
3629,C,Ship,4,134,3,medium,M,2,4983,0,0
3630,F,Ship,5,134,2,low,M,9,5045,0,0
3631,D,Ship,4,194,2,low,M,3,4724,1,1
3632,F,Ship,3,172,3,low,F,4,4337,0,0
3633,A,Ship,3,205,2,medium,F,2,5322,0,0
3634,B,Ship,3,191,5,low,F,9,5196,1,0
3635,C,Ship,3,225,4,low,M,10,5690,0,0
3636,F,Ship,5,152,6,medium,M,2,4915,1,1
3637,D,Ship,5,249,3,medium,M,10,5001,1,0
3638,F,Ship,5,136,3,low,M,4,4218,1,1
3639,A,Ship,3,146,5,high,F,7,4538,0,1
3640,B,Ship,5,259,2,medium,M,1,4607,0,0
3641,C,Ship,3,159,3,medium,M,4,5577,1,0
3642,F,Ship,5,162,3,medium,M,5,4064,1,0
3643,D,Ship,4,205,4,low,F,6,5064,0,0
3644,F,Ship,5,155,3,medium,F,6,4109,1,1
3645,A,Ship,4,171,4,medium,F,4,4151,0,1
3646,B,Ship,3,244,3,medium,F,1,5695,1,0
3647,C,Ship,5,135,3,medium,M,2,5849,1,1
3648,F,Ship,4,147,3,low,F,5,5174,0,0
3649,D,Ship,3,245,2,low,F,4,4514,1,0
3650,F,Ship,5,266,6,low,F,5,5481,0,0
3651,A,Ship,3,165,3,low,M,3,5409,0,1
3652,B,Ship,4,226,3,medium,M,1,5433,1,0
3653,C,Ship,5,185,3,medium,F,1,4925,0,0
3654,F,Ship,5,267,3,low,M,9,5258,1,0
3655,D,Ship,5,169,3,low,F,9,4289,1,0
3656,F,Ship,4,191,3,high,F,6,5335,1,0
3657,A,Ship,3,187,3,medium,M,2,5154,1,0
3658,B,Ship,3,265,6,low,M,9,5936,0,0
3659,C,Ship,3,243,3,medium,F,8,4093,0,0
3660,F,Ship,6,166,3,low,F,2,5559,0,0
3661,D,Ship,5,249,2,medium,M,3,4440,0,0
3662,F,Ship,4,271,2,low,F,1,4866,0,0
3663,A,Ship,4,272,2,medium,F,5,4681,1,0
3664,B,Ship,4,226,2,low,F,8,4526,0,0
3665,C,Ship,3,250,5,medium,M,8,5762,1,0
3666,F,Ship,2,135,6,medium,F,9,5777,1,1
3667,D,Ship,4,274,3,high,F,3,4202,1,0
3668,F,Ship,4,184,3,medium,F,2,4124,1,0
3669,A,Ship,2,139,2,medium,F,2,4520,1,0
3670,B,Ship,3,198,2,low,M,8,4620,1,0
3671,C,Ship,4,168,2,medium,M,1,5154,0,0
3672,F,Ship,4,245,4,medium,M,4,5203,1,0
3673,D,Road,4,251,3,low,F,4,4374,1,0
3674,F,Road,4,153,2,medium,M,9,4359,0,0
3675,A,Road,5,142,4,medium,F,2,4735,1,0
3676,B,Road,4,148,3,low,M,5,4913,0,1
3677,C,Road,4,273,5,low,F,1,5012,0,0
3678,F,Road,3,180,6,low,M,5,4802,1,0
3679,D,Road,3,158,3,low,F,2,5205,1,0
3680,F,Road,4,240,2,medium,F,2,5588,0,0
3681,A,Road,4,174,3,low,M,7,4813,1,0
3682,B,Road,4,186,3,low,M,6,4524,0,0
3683,C,Road,5,174,3,high,F,9,5969,1,1
3684,F,Road,4,260,4,low,M,10,4072,1,0
3685,D,Road,4,258,2,low,F,2,4308,0,0
3686,F,Road,4,262,2,medium,M,3,4090,1,0
3687,A,Road,4,197,3,low,M,4,5800,0,0
3688,B,Road,4,238,3,low,M,4,5449,1,0
3689,C,Road,3,168,2,low,F,9,4608,0,0
3690,F,Road,4,266,3,low,M,9,5621,1,0
3691,D,Road,4,251,3,high,F,5,5460,0,0
3692,F,Road,3,272,2,low,M,3,5638,1,1
3693,A,Road,5,203,2,medium,M,4,4311,1,0
3694,B,Road,5,168,3,low,M,6,4096,0,1
3695,C,Flight,3,138,3,medium,F,7,5534,0,0
3696,F,Flight,3,129,3,medium,M,9,5296,1,0
3697,D,Flight,4,178,6,low,F,9,5279,1,0
3698,F,Flight,5,211,2,medium,M,1,5913,1,0
3699,A,Flight,3,169,3,high,F,5,5750,0,1
3700,B,Flight,3,267,3,low,M,8,5922,0,0
3701,C,Flight,3,183,3,low,F,1,5959,1,0
3702,F,Flight,3,194,2,low,M,8,4335,1,0
3703,D,Flight,5,151,2,low,M,8,4749,0,0
3704,F,Flight,6,225,4,low,M,5,4184,1,0
3705,A,Flight,5,184,4,low,M,6,4155,1,0
3706,B,Flight,3,269,2,medium,F,1,4978,0,0
3707,C,Flight,3,274,2,medium,M,5,5161,0,0
3708,F,Flight,5,142,2,high,M,7,5341,0,0
3709,D,Flight,4,140,4,low,M,6,5067,0,0
3710,F,Flight,4,219,5,medium,M,5,5253,0,0
3711,A,Flight,2,237,3,medium,M,2,5331,0,0
3712,B,Flight,3,140,5,low,M,7,4370,1,1
3713,C,Flight,5,105,5,low,F,10,5418,1,1
3714,F,Flight,3,192,2,low,M,6,4056,0,0
3715,D,Flight,3,154,3,low,F,2,4990,1,0
3716,F,Flight,5,165,2,low,M,3,4005,1,1
3717,A,Ship,5,197,4,low,F,2,5594,1,0
3718,B,Ship,3,274,3,low,F,3,5156,0,1
3719,C,Ship,3,193,3,high,F,10,5991,1,1
3720,F,Ship,3,252,4,high,M,4,4303,0,0
3721,D,Ship,4,224,2,low,M,6,4994,0,1
3722,F,Ship,5,230,4,low,F,4,4782,1,0
3723,A,Ship,4,174,3,medium,F,10,4318,0,0
3724,B,Ship,3,226,3,medium,M,3,4940,1,0
3725,C,Ship,5,245,3,medium,M,9,5690,0,0
3726,F,Ship,5,206,5,medium,M,2,5766,0,0
3727,D,Ship,3,241,3,low,M,2,4976,1,1
3728,F,Ship,3,148,4,high,F,1,4249,0,0
3729,A,Ship,5,181,3,low,M,7,5875,0,0
3730,B,Ship,4,146,3,low,F,8,5673,1,0
3731,C,Ship,3,115,6,high,F,6,5636,0,0
3732,F,Ship,4,201,3,low,F,10,4530,1,1
3733,D,Ship,5,273,4,low,M,1,5225,1,1
3734,F,Ship,5,228,5,low,F,6,4506,0,1
3735,A,Ship,4,185,3,low,F,2,4336,1,1
3736,B,Ship,6,170,3,low,F,10,4858,0,0
3737,C,Ship,4,156,2,low,M,7,5017,0,0
3738,F,Ship,4,159,3,medium,M,3,5545,0,0
3739,D,Ship,5,263,2,high,F,8,4914,0,0
3740,F,Ship,3,159,3,medium,F,1,4314,1,1
3741,A,Ship,5,241,3,low,F,10,4244,1,0
3742,B,Ship,5,167,3,medium,M,3,4267,1,0
3743,C,Ship,4,231,3,low,M,4,5089,1,1
3744,F,Ship,4,233,2,low,F,5,4817,0,0
3745,D,Ship,6,256,4,high,M,2,5021,0,0
3746,F,Ship,3,205,4,high,F,3,4426,0,0
3747,A,Ship,2,180,2,high,M,1,4407,0,0
3748,B,Ship,2,187,2,medium,F,10,5957,0,0
3749,C,Ship,3,250,2,medium,M,1,4922,1,0
3750,F,Ship,4,273,2,low,M,9,5151,0,0
3751,D,Ship,3,224,2,low,F,10,4445,0,1
3752,F,Ship,3,195,2,medium,M,8,4365,0,0
3753,A,Ship,4,148,2,low,M,9,4334,0,0
3754,B,Ship,3,181,2,medium,F,4,4629,0,0
3755,C,Ship,5,111,4,high,F,2,5978,1,0
3756,F,Ship,3,181,3,medium,F,9,4163,0,0
3757,D,Ship,3,108,4,low,F,5,4787,0,0
3758,F,Ship,4,188,5,low,F,1,5999,1,1
3759,A,Ship,6,231,4,low,F,7,4553,1,0
3760,B,Ship,2,230,3,low,F,4,5127,0,0
3761,C,Ship,4,197,2,low,M,7,5449,0,0
3762,F,Ship,3,252,3,high,F,6,5101,0,0
3763,D,Ship,6,237,5,medium,F,2,5437,1,0
3764,F,Ship,4,182,3,medium,F,8,5453,1,0
3765,A,Ship,5,241,3,high,M,6,4157,0,0
3766,B,Ship,4,247,2,medium,F,6,5833,1,0
3767,C,Ship,5,156,4,low,M,8,5014,0,0
3768,F,Ship,5,189,3,low,M,7,4741,1,0
3769,D,Ship,4,240,4,low,M,9,4471,1,0
3770,F,Ship,3,196,3,medium,M,8,4516,0,0
3771,A,Ship,3,157,3,low,M,7,5100,0,1
3772,B,Ship,2,203,4,medium,M,10,5764,0,0
3773,C,Ship,3,156,8,medium,F,9,4733,1,1
3774,F,Ship,3,172,6,medium,F,5,5366,1,0
3775,D,Ship,4,204,2,low,F,1,4533,0,0
3776,F,Ship,4,283,7,high,F,9,5252,1,0
3777,A,Ship,4,257,10,medium,M,4,4710,0,0
3778,B,Ship,2,147,2,medium,M,3,5136,1,0
3779,C,Ship,4,229,3,low,F,6,5691,1,0
3780,F,Ship,2,111,2,low,F,1,4296,1,0
3781,D,Ship,3,231,2,high,F,8,5021,0,0
3782,F,Ship,4,197,3,low,F,6,5032,0,0
3783,A,Ship,4,157,2,medium,F,5,5647,0,0
3784,B,Ship,3,201,10,high,M,10,5281,0,0
3785,C,Ship,4,247,10,high,M,10,5644,0,0
3786,F,Ship,5,184,3,low,F,5,5045,0,1
3787,D,Ship,3,144,10,high,F,3,5000,0,0
3788,F,Ship,3,245,4,low,M,9,4139,0,0
3789,A,Ship,3,163,3,low,M,5,5638,0,0
3790,B,Ship,3,154,10,medium,F,3,4524,0,0
3791,C,Ship,4,245,2,low,M,8,5871,1,0
3792,F,Ship,3,268,10,medium,M,2,5626,1,0
3793,D,Ship,4,180,3,low,F,1,5677,0,0
3794,F,Ship,2,230,3,low,F,7,4889,0,0
3795,A,Ship,4,197,2,low,F,2,5685,0,0
3796,B,Ship,3,252,3,high,F,4,4248,0,1
3797,C,Ship,6,237,5,medium,F,10,5434,0,0
3798,F,Ship,4,182,3,medium,M,7,4710,1,0
3799,D,Ship,5,241,3,high,M,8,5306,1,0
3800,F,Ship,4,247,2,medium,F,3,4862,1,0
3801,A,Ship,5,156,4,low,M,1,5533,1,0
3802,B,Ship,5,189,3,low,F,1,5965,0,0
3803,C,Ship,4,240,4,low,F,7,5905,1,0
3804,F,Ship,3,196,3,medium,M,8,5204,0,0
3805,D,Ship,3,157,3,low,M,9,5807,1,0
3806,F,Ship,2,203,4,medium,F,4,4145,0,0
3807,A,Ship,3,156,8,medium,M,6,5637,1,0
3808,B,Ship,3,172,6,medium,F,1,4618,0,0
3809,C,Ship,4,204,2,low,M,7,5795,0,0
3810,F,Road,4,283,7,high,F,1,4216,1,0
3811,D,Road,4,257,10,medium,F,3,5881,1,0
3812,F,Road,2,147,2,medium,F,8,5499,0,1
3813,A,Road,4,229,3,low,M,5,5225,1,0
3814,B,Road,2,111,2,low,M,4,4473,1,1
3815,C,Road,3,231,2,high,F,6,4452,0,0
3816,F,Road,4,197,3,low,M,2,4113,1,0
3817,D,Road,4,157,2,medium,M,8,5398,0,0
3818,F,Road,3,201,10,high,F,7,4699,0,0
3819,A,Road,4,247,10,high,M,10,5882,0,0
3820,B,Road,5,184,3,low,F,2,5800,0,1
3821,C,Road,3,144,10,high,M,8,4440,0,0
3822,F,Road,3,245,4,low,M,4,5186,1,0
3823,D,Road,3,163,3,low,M,5,4570,0,1
3824,F,Road,3,154,10,medium,F,1,5235,1,0
3825,A,Road,4,245,2,low,M,1,5978,0,0
3826,B,Road,3,268,10,medium,M,9,4483,0,0
3827,C,Road,4,180,3,low,M,7,5718,0,0
3828,F,Road,3,182,4,low,M,10,1690,1,0
3829,D,Road,4,164,2,low,F,7,1116,0,0
3830,F,Road,6,136,3,low,M,2,1187,0,0
3831,A,Road,6,290,5,medium,M,8,1512,1,0
3832,B,Flight,6,134,3,medium,M,10,1278,1,0
3833,C,Flight,4,215,3,low,F,2,5563,1,0
3834,F,Flight,4,213,4,low,M,2,5857,1,0
3835,D,Flight,5,132,3,medium,F,4,4475,1,0
3836,F,Flight,3,220,4,low,M,2,4313,0,1
3837,A,Flight,3,215,2,low,F,8,5683,0,0
3838,B,Flight,6,212,2,low,F,5,4804,1,1
3839,C,Flight,4,190,4,medium,F,5,5570,1,0
3840,F,Flight,5,171,3,low,M,3,4749,1,0
3841,D,Flight,4,153,2,medium,F,4,4069,1,0
3842,F,Flight,3,164,3,medium,M,2,5488,0,0
3843,A,Flight,5,172,2,low,M,5,4554,1,0
3844,B,Flight,3,199,6,medium,F,7,4805,0,0
3845,C,Flight,3,163,3,medium,M,6,4323,0,0
3846,F,Flight,5,263,3,low,M,9,4699,1,0
3847,D,Flight,3,156,3,medium,M,7,4636,0,0
3848,F,Flight,4,206,4,low,M,1,4596,1,0
3849,A,Flight,3,224,2,low,M,8,4162,0,0
3850,B,Flight,3,221,2,medium,F,5,4205,1,0
3851,C,Flight,4,221,4,low,F,1,4865,0,0
3852,F,Flight,2,263,3,medium,F,10,4779,0,0
3853,D,Flight,6,148,4,low,F,10,5088,0,0
3854,F,Ship,3,232,3,low,F,9,5016,1,0
3855,A,Ship,3,139,3,medium,F,3,5847,1,0
3856,B,Ship,3,185,4,low,F,6,4015,0,0
3857,C,Ship,3,183,3,medium,M,9,4282,0,0
3858,F,Ship,5,245,2,medium,F,2,4882,1,0
3859,D,Ship,3,159,4,medium,M,9,4214,0,0
3860,F,Ship,5,249,3,medium,M,6,5212,0,0
3861,A,Ship,4,233,2,medium,M,10,5865,1,1
3862,B,Ship,4,226,2,high,M,2,5881,1,1
3863,C,Ship,5,152,3,medium,F,6,4735,0,0
3864,F,Ship,2,143,6,medium,F,1,5514,0,0
3865,D,Ship,6,218,6,medium,M,1,4558,1,0
3866,F,Ship,3,209,3,medium,M,2,4976,0,0
3867,A,Ship,2,157,2,medium,M,9,5875,0,0
3868,B,Ship,4,218,2,medium,M,6,4414,1,0
3869,C,Ship,4,235,3,high,F,10,4172,0,0
3870,F,Ship,5,253,2,medium,F,2,4364,0,1
3871,D,Ship,3,211,3,high,M,7,4145,1,0
3872,F,Ship,4,265,4,medium,M,3,4283,1,0
3873,A,Ship,4,201,3,medium,M,7,5967,1,0
3874,B,Ship,4,216,3,medium,M,1,5167,1,1
3875,C,Ship,2,176,3,low,F,4,5463,0,1
3876,F,Ship,4,155,3,medium,M,8,4924,0,1
3877,D,Ship,4,266,2,low,F,2,4290,0,0
3878,F,Ship,4,250,6,medium,M,7,5115,1,0
3879,A,Ship,5,205,4,low,M,6,5486,0,0
3880,B,Ship,5,175,3,low,M,1,4019,0,0
3881,C,Ship,3,260,4,high,F,3,4423,0,0
3882,F,Ship,3,157,3,high,F,1,5398,0,0
3883,D,Ship,5,282,3,medium,M,5,4644,1,0
3884,F,Ship,3,238,3,medium,F,8,5337,1,0
3885,A,Ship,3,187,2,medium,M,4,5139,1,0
3886,B,Ship,3,104,5,low,F,5,4643,0,0
3887,C,Ship,5,230,3,low,M,1,4727,0,0
3888,F,Ship,4,174,2,low,M,10,5554,0,0
3889,D,Ship,5,237,2,medium,M,3,5113,0,0
3890,F,Ship,3,202,2,medium,F,7,4506,1,0
3891,A,Ship,3,204,3,medium,M,4,5900,1,0
3892,B,Ship,3,243,2,high,M,7,4024,0,0
3893,C,Ship,4,165,2,medium,F,5,5014,1,0
3894,F,Ship,2,169,4,low,F,3,4968,1,0
3895,D,Ship,2,197,3,low,F,7,4632,0,0
3896,F,Ship,5,263,2,medium,M,8,4350,0,1
3897,A,Ship,4,247,2,low,M,3,4113,0,0
3898,B,Ship,4,207,3,low,M,9,4314,0,0
3899,C,Ship,4,155,2,medium,F,9,4932,1,0
3900,F,Ship,4,174,2,low,M,10,5764,0,1
3901,D,Ship,3,220,3,medium,M,8,4148,0,0
